histologic;NFKB1;NFKB2;NFKBIA;NFKBIB;NFKBID;NFKBIE;NFKBIL1;NFKBIZ;CCND1;CCNE1;CDK20;CDK2;CDK2AP1;CDK2AP2;MYC;MYCBP2;MYCBP;MYCBPAP;MYCL;MYCN;MYCNOS;MYCT1;C1QTNF1;C1QTNF2;C1QTNF3;C1QTNF4;C1QTNF6;C1QTNF7;C1QTNF8;C1QTNF9;C1QTNF9B;C1QTNF9B.AS1;TNF;TNFAIP1;TNFAIP2;TNFAIP3;TNFAIP6;TNFAIP8;TNFAIP8L1;TNFAIP8L2;TNFAIP8L3;TNFRSF10A;TNFRSF10B;TNFRSF10C;TNFRSF10D;TNFRSF11A;TNFRSF11B;TNFRSF12A;TNFRSF13B;TNFRSF13C;TNFRSF14;TNFRSF17;TNFRSF18;TNFRSF19;TNFRSF1A;TNFRSF1B;TNFRSF21;TNFRSF25;TNFRSF4;TNFRSF6B;TNFRSF8;TNFRSF9;TNFSF10;TNFSF11;TNFSF12;TNFSF12.TNFSF13;TNFSF13;TNFSF13B;TNFSF14;TNFSF15;TNFSF18;TNFSF4;TNFSF8;TNFSF9;IL1B;IL6;IL6R;IL6ST;PPIL6;BCL2A1;GADD45B;BCL2;BCL2L10;BCL2L11;BCL2L12;BCL2L13;BCL2L14;BCL2L15;BCL2L1;BCL2L2;TRAF1;TRAF2;XIAP;CFLAR;TERT;SOD2;PLAU;PLAUR;IMMP2L;MMP20;MMP21;MMP23A;MMP23B;MMP24;MMP2;MMP25;MMP26;MMP27;MMP28;WHAMMP2;MMP9;VCAM1;ICAM1;TICAM1;SELE;SELENBP1;NANOS1;NANOS2;NOS2;ACOX2;COX20;CXCL10;CXCL11;CXCL12;CXCL1;CXCL13;CXCL14;CXCL16;CXCL17;VEGFA;VEGFB;VEGFC;HIF1A;HIF1AN
Astrocytoma;333.5973;391.3082;818.8616;398.698;5.2784;300.8709;670.3616;14.8641;2418.1332;173.8365;508.8414;1250.2859;7420.0757;1170.4056;1986.1001;1090.1733;161.1683;1.4076;215.7121;1171.1094;14.0758;51.0249;2928.8291;7.3898;119.9965;5.2784;111.9029;2.8152;0.3519;1.9917;1.0557;2.8152;1.4076;2114.7603;576.0535;54.8958;8.4455;34.1339;102.4017;33.782;52.4325;2.8152;47.5059;4.9265;5.6303;2.4633;84.1031;31.6706;0;4.5746;37.9203;1.4076;0;26.0403;457.8165;179.8188;830.8261;10.5569;1.7595;35.9039;2.8152;0;38.3566;0;588.405;104.5377;118.5291;6.3341;0.3519;0;2.1114;18.6505;5.9822;2.4633;9.1493;0.3519;21.1138;332.8935;89.7334;5.6303;53.4882;527.4919;0.3519;696.7538;26.262;795.6365;0.3519;12.3164;2434.7673;478.6839;58.7666;376.8804;1846.0456;440.5736;0;943.7846;100.2903;89.0296;130.2015;0;1.0557;0;20.7619;746.0192;1254.1568;35.0946;0;0;101.6979;11.2607;1.0557;437.7584;42.2275;316.7063;0;28.5036;84.8069;1.7595;40.2287;23.9289;2376.9262;8.0936;7.3898;128.0901;1.4076;1.7595;7.7417;254.4207;0;364.2122;1230.9316;5.2784;3998.9443;1159.1449
Astrocytoma;638.5602;239.1888;2530.3653;236.5842;3.9069;375.496;607.305;22.265;2791.9101;52.0919;374.1937;608.1732;10577.6994;570.4066;1656.0891;2406.2128;168.8647;4.341;490.9664;493.1369;5.2092;121.9819;510.5009;10.8525;386.7825;41.2394;176.6784;10.4184;0.8682;4.8749;0;8.682;19.5345;2172.8367;82.4789;134.5708;4.7751;29.5188;84.2153;85.9517;209.67;6.0774;182.3217;22.1391;20.4027;33.8598;26.046;87.254;0;8.2479;80.2693;0;0.8682;352.9228;811.3317;486.6254;3274.8457;3.0387;3.4728;23.806;41.2394;0.4341;66.4172;0;506.1816;53.6677;312.2564;153.6712;0.4341;0;8.682;33.8598;29.5188;24.3096;40.3712;0.4341;183.624;2973.1466;59.0375;26.4801;629.8782;633.351;0.4341;635.5215;21.4532;1934.7809;1.7364;4.341;2874.172;1730.9973;116.7727;167.1283;1568.8351;271.7462;0;2902.3884;39.9371;35.162;88.5563;0;0;0;5.6433;735.7984;375.0619;23.068;0;0;400.6737;15.1935;19.9686;565.6315;144.9892;289.9784;2.1705;467.0909;129.7957;0.4341;94.3385;93.7655;1838.871;4.7751;0.8682;361.6048;5.6433;0;488.3618;873.4079;0;621.6303;1182.0526;10.4184;5559.9448;1084.3802
Astrocytoma;500.2301;156.4369;2623.3551;384.6508;13.2511;212.3861;552.4984;20.2448;1624.3821;43.8023;281.9545;137.2964;6814.0241;836.2934;1882.3962;2996.9633;126.2538;2.2085;826.7231;818.9933;5.8894;57.4216;130.6708;5.5213;247.3544;32.7597;47.4832;5.5213;1.1043;0;0.8503;8.72;18.4043;1709.3586;81.3472;126.2538;9.9383;13.6192;103.8005;120.3644;291.8929;7.3617;449.8022;6.9937;42.33;20.981;6.6256;53.3726;0;9.9383;58.5;0;2.5766;72.5131;637.1584;604.0306;6242.7533;5.1532;2.2085;5.4624;1.4723;0;53.3726;0.7362;749.6531;14.3959;561.7999;3.6809;0.3681;0.7362;0;32.7597;29.815;19.5086;56.3173;0.3681;182.203;2695.8682;76.5621;1.1043;440.6;388.6997;0.7362;723.2907;16.6817;1753.1978;1.1043;4.049;4076.9302;1382.9318;110.058;199.5031;1686.574;287.1078;0;1755.0382;16.5639;50.0598;79.5068;0;0;1.8404;5.5213;554.7069;227.8458;7.9838;0;0;170.0561;16.5639;1.1043;406.3679;136.9283;377.289;0;168.5838;276.4332;1.1043;50.7555;101.592;2439.0982;0.7362;0;248.8267;23.9256;2.9447;98.6473;1406.828;0;147.6028;1350.1426;15.8277;5885.709;1168.6758
Oligodendroglioma;386.8777;126.9008;2908.2208;294.2493;8.6453;406.9471;996.9896;50.6368;4369.6148;29.6411;357.8541;154.9981;6791.2003;685.4496;1822.308;3222.2308;67.5014;0.9263;592.8213;332.2269;10.4979;130.2972;730.5288;23.7746;346.7387;117.3292;91.0845;7.719;3.0876;2.9734;0.7626;2.9425;35.1988;2046.6909;58.0471;104.0525;1.5438;10.8066;113.0066;43.2266;171.6712;10.8066;746.5843;23.1571;55.2682;8.9541;9.2628;31.8024;0;6.7927;87.787;0.3088;6.7927;429.1779;565.9591;377.3061;4103.1262;11.4242;8.3365;51.4025;3.7051;0;65.7661;0;355.6897;7.12;267.0629;30.5673;0.6175;0.3088;5.2489;44.1528;7.4103;38.2864;78.7341;2.7788;163.9521;3171.594;95.4072;8.6453;1252.335;890.467;2.1613;786.1058;22.1505;1374.2956;0.3088;2.1613;2063.4504;2138.2601;134.6198;207.1787;1999.5369;385.3338;2.7788;1840.8337;23.7746;27.171;76.8815;0;0.3088;0;19.7607;1562.0224;967.0398;46.555;0;0;376.071;13.5855;6.1752;109.6102;90.467;340.5635;0.9263;177.2289;201.3122;0.6175;36.1652;53.1069;2081.4913;0.6175;1.8526;165.1872;10.8066;5.5577;557.9313;664.4539;0;649.0158;1149.5176;5.5577;7052.1034;849.7105
Oligodendroglioma;526.0709;266.2317;2846.9497;121.8349;5.2645;256.0788;884.0548;13.5372;5862.0126;24.8182;132.3638;232.3887;8622.0722;1052.8938;2953.3671;2139.6306;146.6531;1.5041;756.2034;337.3021;8.2727;400.8517;1153.2948;6.7686;235.397;10.905;160.5663;23.6901;0;0;1.1319;4.8847;4.1364;1708.2187;61.6695;118.4506;2.2562;24.4422;166.2068;43.9959;111.682;10.905;903.9845;75.2067;103.0332;3.7603;42.8678;49.2604;0;11.281;133.3866;0.376;0;86.1117;433.9427;578.7156;3204.1815;4.5124;33.467;19.0085;3.3843;0.7521;297.8185;0;623.3846;27.0707;147.1118;8.2727;0;1.8802;3.0083;25.1942;17.2975;5.2645;4.5124;0.7521;115.4423;2668.7098;72.9505;5.6405;1015.2905;819.753;0;759.5877;26.3336;1277.3858;1.1281;0.7521;1980.9445;1035.7542;29.3306;193.6573;1775.6302;386.1864;4.1364;1535.3448;45.124;31.9628;100.0249;0;0.376;0;8.2727;785.158;1554.1465;212.5943;0;0;277.8888;2.6322;12.7851;45.5001;113.9382;343.3186;0;59.4133;106.4175;0.376;71.8901;25.5703;2092.2504;6.0165;4.5124;300.8268;0.7521;0.376;19.1777;464.7774;0;2504.7592;1238.2783;29.3306;8837.9155;932.5631
Oligodendroglioma;523.2932;235.743;2665.4618;353.012;2.4096;368.6747;627.3092;22.49;607.4779;24.8996;234.5382;123.2932;8923.6948;959.0361;636.1446;2103.2129;81.6586;1.6064;397.1888;110.4418;0.4016;182.7309;4131.3253;11.6466;348.996;18.8755;57.0281;15.261;10.4418;7.5622;2.0201;14.4458;10.8434;1957.7711;59.8394;161.0442;30.1205;29.7189;36.5462;61.0442;174.2972;12.4498;602.4096;29.7189;25.3012;23.6948;5.2209;155.0201;0;0;135.253;0.4016;2.008;997.1888;1072.2892;475.9036;4447.3896;5.2209;2.008;42.1365;5.2209;6.4257;93.5743;0;561.5582;94.6867;436.9317;130.1205;0.4016;0;0.8032;38.9558;21.2851;42.5703;3.6145;0;122.8916;2409.6386;63.0522;19.2771;540.9639;1354.2169;0;451.8072;21.1084;2328.1124;1.6064;3.2129;2826.506;1701.4659;357.4297;186.3454;1534.5382;383.1325;2.4096;5031.3253;39.3574;98.7952;79.5181;0;0;0;7.6305;1383.5341;477.51;25.8313;0;0;235.743;17.2691;49.3976;333.7349;152.6104;293.1727;0.4016;279.1165;207.6305;0;4.4418;103.6145;2330.4458;11.245;1.2048;220.0803;32.1285;11.6466;120.0803;755.0201;0;327.7108;1368.6747;26.506;4130.1205;1000.8032
Oligoastrocytoma;624.3945;282.2645;1747.0899;242.3541;13.8819;419.0586;523.751;43.0916;3183.2001;32.1018;286.0241;428.3132;8817.8729;727.0624;2767.4066;1840.7924;146.6271;1.1568;1092.618;347.0465;6.6517;67.0957;273.5883;4.9165;376.8346;28.3421;211.1199;5.7841;1.446;0;0;3.4705;69.4093;1692.7626;155.3033;177.8613;28.3421;37.3075;82.1343;335.1891;549.4903;10.4114;550.3579;21.9796;61.0223;79.2423;26.6069;144.0243;0;5.2057;108.6863;0.2892;1.7352;434.3865;761.767;955.2455;7421.3;9.2546;10.9898;19.7383;6.6517;0;128.6964;0;951.9688;221.7887;506.5259;136.505;0.5784;0.2892;30.6558;31.8126;63.0468;9.833;312.3418;15.9063;229.9183;1404.0923;79.2423;69.1201;420.5047;662.2804;0;455.2093;38.4267;1645.5788;4.6273;8.0978;2819.7527;615.4841;41.6456;261.4417;1514.2795;323.6209;0;1293.905;128.6964;163.4011;116.839;0.2892;0.2892;0;5.7841;965.6569;2230.3521;28.3219;0;0;224.7126;7.5193;6.0733;2461.4272;339.2379;415.299;3.1813;98.9082;179.0181;1.1568;57.8613;61.0223;1753.0041;21.4012;2.8921;287.4702;2.8921;1.1568;63.336;1958.7882;0.2892;356.5903;1708.0471;9.833;4820.4757;1004.1212
Astrocytoma;395.7772;298.7421;1716.9811;736.2983;24.708;216.9811;486.0737;99.9416;1494.2228;116.8014;287.062;856.6936;14741.6891;1229.1105;340.9704;640.1617;355.6604;30.5481;218.7781;512.5786;6.7385;211.5903;2774.0341;123.0907;316.2624;57.5022;76.8194;7.637;3.5939;0.4492;2.345;8.8859;4.9416;2015.2201;279.8742;253.3693;319.8562;60.6469;53.9084;60.1977;113.2075;6.2893;179.2453;7.1878;27.4034;8.5355;81.761;238.9937;0;23.8095;414.735;0;2.6954;769.5418;1506.7385;420.0359;1708.4456;74.5732;8.9847;123.5894;2.2462;0.4492;89.8473;0;516.0288;74.425;356.5364;19.3172;0.4492;0;4.4924;84.9057;13.9263;4.4924;59.7484;12.1294;36.8374;597.035;310.4223;40.8805;1889.0386;495.5076;0.8985;368.823;149.8068;1115.903;8.5355;43.5759;1715.6334;403.832;367.0261;277.628;1877.3585;435.7592;26.5049;13135.6694;138.0234;236.7475;144.6541;0;0.8985;0;58.4007;423.1806;2249.7754;217.7134;0;0;1120.8446;31.4465;6.2893;1531.8958;138.814;405.6604;3.5939;390.3863;167.5651;0;123.54;308.6253;2847.7942;142.8571;106.9182;54.3576;64.69;8.9847;99.2812;708.8949;0;991.0153;1933.0638;16.1725;5741.6891;380.9524
Astrocytoma;1312.6442;548.7362;3495.3304;311.9506;124.1996;365.8242;500.3468;209.0488;4626.1432;100.9726;277.7554;578.7377;5671.5648;617.7718;2742.3908;1163.6047;275.1907;1.9356;2221.3978;438.7309;7.4197;229.6885;325.177;18.0654;2084.2944;232.9145;194.5255;2.5808;0.3226;0.9678;1.1388;4.9906;25.8077;1783.7605;402.2775;532.2838;9.6779;76.7779;108.0697;144.5231;137.7486;30.324;931.0128;48.3894;322.9189;21.2914;227.4304;514.541;0.3226;3.5486;331.216;0.6452;2.5808;828.7498;3488.8785;4608.6101;4900.5597;142.9101;27.4207;89.1559;384.8573;2.9034;124.8448;0;679.6039;329.2417;970.6018;148.0717;2.5808;0.3226;6.1293;59.0351;44.8409;36.776;1846.2184;288.7236;377.4376;896.1724;56.7769;155.4914;1751.3751;348.404;0.6452;486.4752;53.3639;1491.0399;1.9356;12.5813;2011.7102;1240.1858;588.093;150.3299;1558.4625;404.8583;0;18397.0192;946.0038;1323.6124;197.4289;0;1.613;0;17.4202;385.8251;1154.8946;119.2542;0;0;456.1511;21.9365;19.3558;5844.1537;455.8285;206.139;4.1938;439.0535;115.1669;1.2904;17.1395;110.0053;1785.2251;3.5486;0.3226;360.9852;3.8712;0;91.9399;1848.4765;0.3226;2967.8855;1468.7807;16.775;16792.4254;877.1392
Astrocytoma;733.7346;333.2378;4383.2999;849.9092;37.0689;164.326;920.6076;63.5139;431.7799;59.2338;255.2785;140.2503;4793.3505;968.759;807.4902;1631.7952;178.8478;18.3434;394.7645;734.1167;13.3754;75.2842;804.0508;22.9292;382.9177;49.2978;223.9419;11.4646;40.8904;11.0863;0;4.2037;14.1397;1604.368;468.9023;129.1679;20.6363;19.872;48.5335;133.3715;321.0089;4.5858;153.2435;4.2037;50.0621;17.9612;3.0572;268.6539;0.7643;14.904;202.3464;3.0572;0;316.423;1357.7912;620.9993;2685.01;33.2473;2.6751;75.5403;30.1901;0;39.3618;0.3822;606.9055;65.2107;314.9861;13.3754;1.1465;0.3822;1.1465;27.1329;20.6363;17.5791;30.5723;2.4611;86.7488;746.7278;138.7217;15.6683;695.9014;1058.1829;1.9108;485.717;78.7618;1239.3236;0.7643;29.4258;3479.1249;1941.6031;796.7899;326.7412;1300.4681;340.1166;0;3676.6982;59.8147;42.8012;116.939;0;1.5286;0;55.7944;373.7461;405.0826;29.6398;0;0;136.8109;61.9089;0.3822;522.4037;111.2066;284.3222;0;297.3154;110.0602;8.7895;53.2875;102.7993;1837.409;0.3822;0.3822;237.6994;3.8215;8.0252;107.7673;1079.5835;0;429.1583;1326.0724;8.0252;5275.6282;1002.0063
Astrocytoma;542.1766;308.6338;1091.9616;636.4539;17.2015;334.7668;746.2785;50.2812;6735.5442;39.3649;159.7751;1186.9004;4110.4863;798.2137;2040.0265;947.4032;297.3867;1.654;196.4935;330.7972;5.9543;127.3569;914.6543;32.4181;132.3189;18.8554;547.4694;10.5855;0.6616;0.3308;1.5812;7.0195;0.9924;1845.951;245.7823;102.2163;260.999;37.7109;215.0182;39.3649;64.1747;7.6083;641.7466;27.787;58.8819;10.9163;15.5475;2571.9484;0;25.4714;310.2779;0;2.3156;383.0632;2379.7552;702.6133;3919.9471;28.7794;15.8783;106.831;2.9772;0;28.1178;0;390.4267;31.697;251.3761;16.2091;0.3308;0;0.9924;12.9011;18.1938;32.4181;4.6312;33.4105;73.1062;1218.657;49.2888;12.2395;758.518;353.2914;0.6616;538.2071;73.3411;1109.1631;0;13.2319;1860.0728;894.5319;85.3457;588.8191;1573.6024;348.9911;0;3056.8971;292.7357;263.3146;47.6348;0;0.6616;0;22.4942;220.9725;2270.5921;165.4945;0;0;169.0374;10.2547;3.6388;36.0569;151.1743;223.2881;0;162.0906;202.4479;0.9924;9.9239;15.5475;1467.8399;27.787;12.2395;36.7185;11.2471;1.9848;39.3649;601.7201;0;2130.0033;1703.2749;2.9772;5362.223;823.3543
Astrocytoma;803.3632;733.2434;3375.2677;1665.424;52.9864;381.0581;824.6212;171.968;490.7877;78.6864;425.4779;466.7248;7408.8998;1086.6979;692.9484;1120.6473;164.8513;51.4;57.4284;61.5531;1.2691;100.2618;1039.7398;18.4025;203.6964;22.5272;88.205;4.442;1.5864;4.6197;4.7307;35.8817;4.442;1284.1183;855.0805;539.3829;203.0618;51.0827;102.1655;124.6926;215.4359;22.8445;1306.5757;32.0457;55.842;17.4506;78.3692;1655.9054;0.3173;2.221;705.021;3.4901;6.3457;1907.5117;2549.06;1091.4571;3060.2046;37.1222;28.5556;159.3496;3.4901;4.7593;260.8075;0;863.149;207.4942;824.177;103.1173;20.9407;0;1.9037;37.7568;75.1963;11.1049;18.7198;6.0284;136.1149;839.2163;235.742;46.0062;2890.4577;1039.1053;2.221;383.9137;270.564;2142.6192;1.2691;14.2778;6522.7255;1208.3065;332.831;544.7767;1111.7633;741.8101;23.479;24055.842;312.198;315.0631;59.9667;0;6.663;0;71.0716;363.2902;3014.5157;37.6077;0;0.3173;144.047;100.579;23.479;678.3533;1250.0992;601.5706;0.3173;72.3408;108.5111;1.5864;1421.9783;68.2161;1092.1964;741.4928;113.5877;162.7667;14.9124;2.8556;13.0086;2217.4982;0;2509.7168;1780.9154;9.2012;5923.0586;685.9681
Astrocytoma;644.3831;524.5835;2334.6622;1009.9152;29.0299;277.2156;695.4922;166.9795;2630.9149;40.0695;283.7575;293.9794;6346.5195;1357.0479;758.0497;1490.7493;194.9954;8.5863;188.8991;107.1246;3.271;58.8776;531.5343;20.0348;403.9661;39.6606;148.8296;6.9508;5.3153;8.1775;6.7587;40.2617;8.5863;1322.6127;1274.4557;440.7646;29.0299;103.0359;58.4688;291.1172;334.0489;16.7638;503.3221;40.8873;67.464;26.5767;85.8632;466.5236;2.0444;6.542;375.2223;0.8177;6.542;332.0045;2407.4415;2432.3827;2233.2618;179.495;13.9017;125.9082;47.8381;1.6355;173.7708;0;1219.7404;432.8529;921.6682;182.766;89.952;0.4089;2.4532;32.3009;58.8776;60.922;53.9712;36.7985;235.1017;864.7654;91.5874;79.3213;1085.5566;944.4956;0.8177;301.3391;94.4005;1309.6187;2.4532;13.0839;2733.3129;3161.4147;407.237;327.098;816.1096;493.8976;0;16699.9898;1027.4762;318.9206;122.6618;0;1.6355;0;35.163;525.8101;1074.9259;21.981;0;0;171.7265;27.3945;4.0887;2011.6529;1000.5111;309.5165;2.0444;606.7668;206.8895;0.8177;5.7651;108.7601;1112.8652;37.6163;2.4532;841.8685;1.6355;1.6355;217.9291;2071.7571;0.4089;643.5654;2881.7336;17.1726;4258.8163;1122.764
Astrocytoma;663.4689;495.3952;1515.3492;776.2855;68.3039;323.4843;775.1343;264.0061;331.815;98.2348;658.0967;810.8212;6583.6531;1192.2487;327.7053;524.5587;276.4774;30.3147;353.7989;303.5303;5.7559;34.5357;911.7421;103.6071;311.9724;52.571;641.5963;9.5932;6.9071;3.0698;4.8657;24.6815;7.2909;1683.3845;2436.6846;658.0967;121.6424;109.7467;108.2118;90.944;356.1013;4.9885;387.1834;16.1167;91.7114;10.7444;174.9808;673.8296;0.3837;26.8611;1491.6117;1.5349;17.2678;747.122;3148.8872;2604.3745;1418.6493;145.8173;20.7214;172.429;28.0123;1.5349;96.3162;0;782.3753;392.9202;858.089;104.3745;64.4666;0.3837;1.1512;41.4428;46.4313;31.4658;35.3031;206.0629;203.3768;367.2295;224.482;83.2694;2760.9363;278.2041;1.1512;303.914;233.066;1320.4144;1.5349;16.5004;2749.4244;621.0322;485.802;374.5203;1127.3983;710.5411;36.4543;56117.0376;333.6416;843.4382;205.2955;0;3.0698;72.9087;224.8657;693.3998;957.7897;53.8526;0;0;292.0184;62.548;151.1896;3778.2041;1256.7153;388.3346;24.9424;274.3668;143.515;8.0583;45.6639;349.9616;1171.3738;75.9785;14.5817;316.1934;31.8496;286.6462;1411.7421;2065.6178;0;29309.2863;2320.0307;8.4421;4630.0844;569.0714
Astrocytoma;555.7129;158.1417;1802.1258;945.4017;27.5886;232.5324;704.9869;95.2003;505.2357;85.229;301.9965;541.426;6486.2734;1436.0844;175.3846;1099.6022;281.9701;87.6923;133.509;323.6732;12.809;62.567;564.5807;40.8902;398.0639;102.9645;114.2956;8.8678;11.331;9.0254;7.0105;17.1296;4.4339;1218.2085;185.2376;100.5013;85.7217;40.3976;49.758;50.7433;140.8988;5.4192;611.8754;25.618;27.5886;6.8971;65.5229;146.318;2.4633;12.3163;719.1852;0.4927;1.9706;1080.3887;1157.2426;440.9247;1585.3583;62.567;9.3604;98.9396;3.4486;0.4927;74.3906;0;719.328;58.3893;645.0655;17.7355;0.4927;0;1.9706;49.758;20.6914;30.5445;3.9412;1.4977;134.0017;723.2151;192.1348;16.7502;619.2652;690.6999;0.4927;282.783;122.582;738.4873;10.8384;19.7061;3230.8204;2072.0308;1360.7084;325.1512;1210.4492;343.3794;7.3898;13545.9953;19.7061;59.6111;134.0017;0;1.478;0;47.7874;531.5729;824.209;25.3963;0;0;1661.227;101.4866;10.8384;628.133;65.5229;288.6948;0.4927;1205.5226;138.9282;0.4927;42.4716;193.6127;1623.4602;0.4927;0.9853;147.796;14.7796;24.6327;862.1433;1007.476;0;621.2358;1893.7593;23.1547;2437.6486;663.1114
Astrocytoma;741.0665;384.8268;2888.95;773.5019;46.1792;302.3639;442.5509;161.0775;3694.9533;57.724;132.4904;346.3441;3542.0561;761.4074;278.1748;1694.8873;247.9384;103.9032;126.9929;34.6344;2.199;297.4162;4278.7246;46.729;307.8615;32.4354;173.7218;23.6394;7.6965;8.8675;4.6234;13.5184;10.9951;1160.8686;2388.1253;842.221;127.5426;261.6822;61.0225;315.558;779.5492;61.5723;998.9005;47.2787;61.0225;82.4629;44.53;858.7136;2.7488;6.0473;1773.6229;1.6493;3.8483;369.4338;3868.0594;3096.2067;2768.5542;73.1171;12.0946;544.4585;12.6443;1.6493;2240.7916;0;842.4079;506.9544;1295.4975;317.757;125.8933;4.398;18.1418;70.9181;245.7394;61.5723;25.8384;29.6317;312.8092;1299.0654;117.0973;274.8763;1351.8417;1112.1495;0;290.8191;135.2831;1803.7383;14.8433;7.1468;3695.9868;2056.1023;642.6608;204.508;1085.2117;807.0368;0;63605.8274;398.8785;905.9923;151.7317;0;1.0995;0;32.9852;247.3887;888.4002;31.193;0;0;279.8241;75.3161;47.2787;2064.8708;854.8653;356.7894;21.9901;1913.6888;78.6146;0;37.0643;417.812;877.5481;560.7477;465.6405;414.5135;24.1891;9.8955;805.3876;3079.7141;0;1236.3936;2317.2073;18.6916;7934.5794;733.37
Oligodendroglioma;434.1491;238.3399;2513.0961;235.8133;18.1071;300.662;1038.4207;91.1966;1541.5326;33.6876;309.0839;146.9622;4723.8458;566.373;568.4785;3420.9773;68.2174;8.843;176.86;549.5292;20.2126;217.7062;2029.2577;20.2126;397.9349;113.2746;157.0685;15.1594;7.1586;0.8253;1.0191;0.6653;25.6868;1728.7515;98.1152;146.9622;4.211;15.1594;85.4823;24.8446;147.8044;8.0008;1240.1253;11.3696;117.0645;10.9485;8.843;42.9517;0;14.7383;143.9514;0.8422;10.5274;498.1556;793.3433;393.724;1879.7689;45.4783;7.5797;78.6943;2.5266;0;80.4292;0;485.5227;0.0084;408.8792;4.632;0;0;4.632;42.1095;3.7899;22.7391;58.1111;44.215;179.8076;2122.7408;92.6409;13.054;554.5824;923.0406;1.6844;720.4939;27.9397;1345.3991;1.2633;13.054;2476.4608;2241.1191;230.7602;232.0234;1825.4476;435.8335;5.0531;2055.3656;30.3189;43.3728;54.7424;0;1.2633;0;27.3712;1087.6889;882.1944;44.4803;0;0;357.5098;26.9501;2.5266;228.6547;144.0146;387.8287;45.0572;296.8721;224.8648;0.8422;44.9688;86.3245;2319.9734;0.4211;0.8422;244.2352;28.6345;26.9501;871.2459;757.5502;0;627.0107;1147.9055;20.2126;4623.204;1206.8588
Oligodendroglioma;1009.6332;384.9574;1927.01;765.0982;36.6803;284.1793;447.9437;182.6602;936.5209;83.7347;374.5832;699.8888;6971.1004;1557.9844;458.6884;1248.6106;274.246;54.4646;469.0626;141.1634;2.5936;227.1212;440.5335;40.0148;1143.7569;9.6332;283.0678;20.3779;1.482;6.2208;1.9229;22.5306;58.5402;1425.9059;407.9289;477.2138;312.7084;155.2427;231.1967;226.0096;141.1634;14.0793;746.2023;56.6877;148.203;134.1237;123.7495;535.754;0.3705;9.2627;601.6747;0;12.2268;1012.2268;1848.4624;1457.2064;1819.1923;168.2104;50.389;139.3072;14.0793;1.1115;326.0467;0;823.3716;214.6351;907.8992;178.9552;6.6691;1.482;2.9641;80.7707;68.1734;3.3346;208.9663;10.3742;356.0578;2728.4179;300.1112;164.5054;1770.6558;811.4116;1.482;512.7825;187.0508;1872.1749;0.741;26.6765;3757.688;874.2349;236.3838;245.6465;1426.8247;795.4798;12.9678;27341.608;180.5446;413.857;77.0656;0;1.1115;78.9181;180.4372;230.0852;1589.8481;136.7729;0;0;460.1704;117.4509;703.2234;140.7929;331.2338;513.5235;1.1115;87.8103;101.5191;1.482;344.5721;21.4894;2558.1289;502.4083;80.4001;773.9904;23.7125;2.5936;148.203;1949.2405;0;4965.5428;1891.8118;33.3457;4267.136;532.4194
Oligodendroglioma;681.0219;321.5328;3122.9927;257.6642;14.2336;197.4453;704.7445;85.5876;2400.0693;70.073;293.4307;302.9197;3917.5182;1020.8029;1012.4088;2079.927;101.8248;1.4599;123.7226;1295.2555;24.8175;59.854;113.5036;9.1241;184.3066;39.0511;111.6788;4.0146;1.4599;0;1.0547;2.2299;3.2847;2096.1022;52.9197;71.1679;5.1095;18.6131;45.6204;15.3285;28.1022;5.1095;903.6496;12.0438;35.0365;1.0949;70.438;50.7299;0;5.1095;68.4562;0;0.365;56.9343;607.6642;241.2409;6701.4599;16.0584;3.2847;85.9051;2.9197;0;28.8321;0.365;337.3723;7.8467;141.6423;7.6642;0;0;1.4599;41.2409;4.7445;1.4599;22.6277;1.0949;168.9781;2174.0876;68.9781;2.1898;1348.9051;128.1022;1.0949;437.5912;10.6022;1042.7007;2.1898;7.6642;2439.4161;1104.0073;313.1387;249.2701;2089.781;401.0949;1.0949;5149.635;44.5219;39.781;77.3723;0;0.7299;0;19.708;3175.9124;624.8175;33.8431;0;0;43.0657;8.3942;1.8248;9.854;73.7226;454.0146;0.7299;18.2482;155.8394;1.4599;8.073;5.8394;2578.9234;2.1898;1.0949;113.8686;8.3942;109.4891;18.2482;222.6277;0;470.073;1191.2409;2.1898;4153.6496;1286.8613
